00-079;Krakowskie Przedmieście 94;Warszawa;Mazowieckie;Warszawa
00-080;Miodowa 98;Warszawa;Mazowieckie;Warszawa
00-081;Miodowa 1 127;Warszawa;Mazowieckie;Warszawa
00-081;Miodowa 1 116;Warszawa;Mazowieckie;Warszawa
00-082;Senatorska 127;Warszawa;Mazowieckie;Warszawa
00-083;Nowy Przejazd 88;Warszawa;Mazowieckie;Warszawa
00-084;Daniłowiczowska 74;Warszawa;Mazowieckie;Warszawa
00-085;Bielańska 120;Warszawa;Mazowieckie;Warszawa
00-086;Bielańska 111;Warszawa;Mazowieckie;Warszawa
00-087;Corazziego Antoniego 55;Warszawa;Mazowieckie;Warszawa
00-088;Tłomackie 149;Warszawa;Mazowieckie;Warszawa
00-089;Gamerskiego Tylmana 140;Warszawa;Mazowieckie;Warszawa
00-090;Solidarności 45;Warszawa;Mazowieckie;Warszawa
00-091;Bankowy 52;Warszawa;Mazowieckie;Warszawa
00-092;Hipoteczna 25;Warszawa;Mazowieckie;Warszawa
00-093;Daniłowiczowska 58;Warszawa;Mazowieckie;Warszawa
00-094;Wierzbowa 50;Warszawa;Mazowieckie;Warszawa
00-095;Bankowy 96;Warszawa;Mazowieckie;Warszawa
00-095;Senatorska 150;Warszawa;Mazowieckie;Warszawa
00-096;Senatorska 40;Warszawa;Mazowieckie;Warszawa
00-097;Fredry Aleksandra 189;Warszawa;Mazowieckie;Warszawa
00-098;Niecała 56;Warszawa;Mazowieckie;Warszawa
00-099;Canaletta 188;Warszawa;Mazowieckie;Warszawa
00-099;Senatorska 75;Warszawa;Mazowieckie;Warszawa
00-100;Przechodnia 146 24;Warszawa;Mazowieckie;Warszawa
00-102;Marszałkowska 39;Warszawa;Mazowieckie;Warszawa
00-103;Królewska 131;Warszawa;Mazowieckie;Warszawa
00-104;Grzybowski 7;Warszawa;Mazowieckie;Warszawa
00-105;Twarda 10;Warszawa;Mazowieckie;Warszawa
00-107;Próżna 65;Warszawa;Mazowieckie;Warszawa
00-108;Zielna 17;Warszawa;Mazowieckie;Warszawa
00-109;Grzybowski 164;Warszawa;Mazowieckie;Warszawa
00-110;Defilad 133;Warszawa;Mazowieckie;Warszawa
00-110;Marszałkowska 3;Warszawa;Mazowieckie;Warszawa
00-111;Jerozolimskie 54;Warszawa;Mazowieckie;Warszawa
00-112;Bagno 44;Warszawa;Mazowieckie;Warszawa
00-113;Plater Emilii 85;Warszawa;Mazowieckie;Warszawa
00-114;Twarda 86;Warszawa;Mazowieckie;Warszawa
00-115;Grzybowski 150;Warszawa;Mazowieckie;Warszawa
00-116;Jana Pawła II 29;Warszawa;Mazowieckie;Warszawa
00-116;Świętokrzyska 41;Warszawa;Mazowieckie;Warszawa
00-117;Jana Pawła II 29;Warszawa;Mazowieckie;Warszawa
00-117;Chmielna 84;Warszawa;Mazowieckie;Warszawa
00-118;Plater Emilii 29;Warszawa;Mazowieckie;Warszawa
00-119;Sosnowa 26;Warszawa;Mazowieckie;Warszawa
00-120;Złota 172;Warszawa;Mazowieckie;Warszawa
00-121;Sienna 15;Warszawa;Mazowieckie;Warszawa
00-123;Mariańska 44;Warszawa;Mazowieckie;Warszawa
00-124;Jana Pawła II 185;Warszawa;Mazowieckie;Warszawa
00-124;Pańska 9;Warszawa;Mazowieckie;Warszawa
00-124;Rondo ONZ 156;Warszawa;Mazowieckie;Warszawa
00-125;Plater Emilii 44;Warszawa;Mazowieckie;Warszawa
00-126;Sienna 69;Warszawa;Mazowieckie;Warszawa
00-127;Śliska 114;Warszawa;Mazowieckie;Warszawa
00-130;Graniczna 42;Warszawa;Mazowieckie;Warszawa
00-131;Grzybowska 36;Warszawa;Mazowieckie;Warszawa
00-132;Grzybowska 88;Warszawa;Mazowieckie;Warszawa
00-133;Jana Pawła II 80;Warszawa;Mazowieckie;Warszawa
00-135;Jana Pawła II 45;Warszawa;Mazowieckie;Warszawa
00-136;Żelaznej Bramy 160;Warszawa;Mazowieckie;Warszawa
00-137;Elektoralna 14;Warszawa;Mazowieckie;Warszawa
00-138;Mirowski 60;Warszawa;Mazowieckie;Warszawa
00-138;Ptasia 82;Warszawa;Mazowieckie;Warszawa
00-138;Zimna 150;Warszawa;Mazowieckie;Warszawa
00-139;Bankowy 35;Warszawa;Mazowieckie;Warszawa
00-139;Elektoralna 133;Warszawa;Mazowieckie;Warszawa
00-140;Solidarności 135;Warszawa;Mazowieckie;Warszawa
00-141;Jana Pawła II 11;Warszawa;Mazowieckie;Warszawa
00-142;Bankowy 184;Warszawa;Mazowieckie;Warszawa
00-143;Orla 68;Warszawa;Mazowieckie;Warszawa
00-144;Solidarności 97;Warszawa;Mazowieckie;Warszawa
00-145;Jana Pawła II 172;Warszawa;Mazowieckie;Warszawa
00-145;Solidarności 122;Warszawa;Mazowieckie;Warszawa
00-146;Nowolipie 167;Warszawa;Mazowieckie;Warszawa
00-147;Generała Andersa Władysława 64;Warszawa;Mazowieckie;Warszawa
00-148;Jana Pawła II 193;Warszawa;Mazowieckie;Warszawa
00-149;Karmelicka 111;Warszawa;Mazowieckie;Warszawa
00-150;Nowolipie 2;Warszawa;Mazowieckie;Warszawa
00-151;Nowolipki 27;Warszawa;Mazowieckie;Warszawa
00-152;Jana Pawła II 67;Warszawa;Mazowieckie;Warszawa
00-153;Nowolipki 53;Warszawa;Mazowieckie;Warszawa
00-153;Zamenhofa Ludwika 92;Warszawa;Mazowieckie;Warszawa
00-154;Dzielna 139;Warszawa;Mazowieckie;Warszawa
00-155;Karmelicka 199;Warszawa;Mazowieckie;Warszawa
00-156;Jana Pawła II 25;Warszawa;Mazowieckie;Warszawa
00-157;Anielewicza Mordechaja 52;Warszawa;Mazowieckie;Warszawa
00-158;Nalewki 175;Warszawa;Mazowieckie;Warszawa
00-159;Generała Andersa Władysława 162;Warszawa;Mazowieckie;Warszawa
00-159;Dawidowskiego Alka 73;Warszawa;Mazowieckie;Warszawa
00-160;Nowolipki 28;Warszawa;Mazowieckie;Warszawa
00-160;Zamenhofa Ludwika 36;Warszawa;Mazowieckie;Warszawa
00-161;Anielewicza Mordechaja 124;Warszawa;Mazowieckie;Warszawa
00-162;Dzielna 103;Warszawa;Mazowieckie;Warszawa
00-163;Karmelicka 158;Warszawa;Mazowieckie;Warszawa
00-164;Pawia 134;Warszawa;Mazowieckie;Warszawa
00-165;Zamenhofa Ludwika 129;Warszawa;Mazowieckie;Warszawa
00-166;Jana Pawła II 106;Warszawa;Mazowieckie;Warszawa
00-167;Anielewicza Mordechaja 100;Warszawa;Mazowieckie;Warszawa
00-168;Karmelicka 168;Warszawa;Mazowieckie;Warszawa
00-169;Lewartowskiego Józefa 194;Warszawa;Mazowieckie;Warszawa
00-170;Jana Pawła II 162;Warszawa;Mazowieckie;Warszawa
00-171;Błońska 68;Warszawa;Mazowieckie;Warszawa
00-172;Dzika 44;Warszawa;Mazowieckie;Warszawa
00-173;Karmelicka 51;Warszawa;Mazowieckie;Warszawa
00-174;Miła 48;Warszawa;Mazowieckie;Warszawa
00-175;Jana Pawła II 103;Warszawa;Mazowieckie;Warszawa
00-176;Niska 135;Warszawa;Mazowieckie;Warszawa
00-177;Skwer Wieźniów Politycznych Stalinizmu 93;Warszawa;Mazowieckie;Warszawa
00-178;Stawki 32;Warszawa;Mazowieckie;Warszawa
00-179;Niska 155;Warszawa;Mazowieckie;Warszawa
00-180;Miła 12;Warszawa;Mazowieckie;Warszawa
00-181;Karmelicka 187;Warszawa;Mazowieckie;Warszawa
00-182;Dubois Stanisława 20;Warszawa;Mazowieckie;Warszawa
00-183;Stawki 182;Warszawa;Mazowieckie;Warszawa
00-184;Dubois Stanisława 43;Warszawa;Mazowieckie;Warszawa
00-185;Lewartowskiego Józefa 186;Warszawa;Mazowieckie;Warszawa
00-186;Karmelicka 158;Warszawa;Mazowieckie;Warszawa
00-187;Nalewki 35;Warszawa;Mazowieckie;Warszawa
00-187;Zamenhofa Ludwika 14;Warszawa;Mazowieckie;Warszawa
00-188;Dubois Stanisława 2;Warszawa;Mazowieckie;Warszawa
00-189;Inflancka 129;Warszawa;Mazowieckie;Warszawa
00-190;Lewartowskiego Józefa 153;Warszawa;Mazowieckie;Warszawa
00-191;Lewartowskiego 5;Warszawa;Mazowieckie;Warszawa
00-192;Muranowska 192;Warszawa;Mazowieckie;Warszawa
00-193;Stawki 161;Warszawa;Mazowieckie;Warszawa
00-194;Dzika 45;Warszawa;Mazowieckie;Warszawa
00-195;Słomińskiego Zygmunta 190;Warszawa;Mazowieckie;Warszawa
00-196;Dubois Stanisława 75;Warszawa;Mazowieckie;Warszawa
00-197;Kłopot 199;Warszawa;Mazowieckie;Warszawa
00-198;Dzika 4;Warszawa;Mazowieckie;Warszawa
00-199;Pokorna 29;Warszawa;Mazowieckie;Warszawa
00-200;Franciszkańska 124;Warszawa;Mazowieckie;Warszawa
00-201;Generała Andersa Władysława 156;Warszawa;Mazowieckie;Warszawa
00-202;Wałowa 156;Warszawa;Mazowieckie;Warszawa
00-202;Świętojerska 30;Warszawa;Mazowieckie;Warszawa
00-203;Bonifraterska 42;Warszawa;Mazowieckie;Warszawa
00-204;Słomińskiego Zygmunta 180;Warszawa;Mazowieckie;Warszawa
00-205;Franciszkańska 69;Warszawa;Mazowieckie;Warszawa
00-206;Konwiktorska 183;Warszawa;Mazowieckie;Warszawa
00-207;Krasińskich 11;Warszawa;Mazowieckie;Warszawa
00-208;Międzyparkowa 46;Warszawa;Mazowieckie;Warszawa
00-209;Muranowska 117;Warszawa;Mazowieckie;Warszawa
00-210;Generała Andersa Władysława 104;Warszawa;Mazowieckie;Warszawa
00-211;Wałowa 179;Warszawa;Mazowieckie;Warszawa
00-213;Bonifraterska 40;Warszawa;Mazowieckie;Warszawa
00-214;Franciszkańska 96;Warszawa;Mazowieckie;Warszawa
00-215;Dolańskiego Włodzimierza 128 117;Warszawa;Mazowieckie;Warszawa
00-215;Fondamińskiego Edwarda 16;Warszawa;Mazowieckie;Warszawa
00-215;Sapieżyńska 131;Warszawa;Mazowieckie;Warszawa
00-216;Konwiktorska 191;Warszawa;Mazowieckie;Warszawa
00-217;Konwiktorska 57;Warszawa;Mazowieckie;Warszawa
00-218;Kościelna 172;Warszawa;Mazowieckie;Warszawa
00-219;Przyrynek 111;Warszawa;Mazowieckie;Warszawa
00-220;Rajców 28;Warszawa;Mazowieckie;Warszawa
00-220;Samborska 179;Warszawa;Mazowieckie;Warszawa
00-221;Burmistrzowska 86;Warszawa;Mazowieckie;Warszawa
00-221;Rybaki 5;Warszawa;Mazowieckie;Warszawa
00-222;Sanguszki Romana 28;Warszawa;Mazowieckie;Warszawa
00-223;Wenedów 72;Warszawa;Mazowieckie;Warszawa
00-224;Skwer Batalionu AK ""Gozdawa""" 170;Warszawa;Mazowieckie;Warszawa
00-224;Wójtowska 11;Warszawa;Mazowieckie;Warszawa
00-225;Szymanowska 200;Warszawa;Mazowieckie;Warszawa
00-225;Zakroczymska 74;Warszawa;Mazowieckie;Warszawa
00-227;Franciszkańska 62;Warszawa;Mazowieckie;Warszawa
00-227;Freta 60;Warszawa;Mazowieckie;Warszawa
00-228;Koźla 161;Warszawa;Mazowieckie;Warszawa
00-229;Rynek Nowego Miasta 98;Warszawa;Mazowieckie;Warszawa
00-230;Piesza 117;Warszawa;Mazowieckie;Warszawa
00-231;Mostowa 134;Warszawa;Mazowieckie;Warszawa
00-231;Stara 123;Warszawa;Mazowieckie;Warszawa
00-232;Ciasna 4;Warszawa;Mazowieckie;Warszawa
00-232;Gomulickiego Wiktora 79;Warszawa;Mazowieckie;Warszawa
00-233;Franciszkańska 133;Warszawa;Mazowieckie;Warszawa
00-234;Koźla 75;Warszawa;Mazowieckie;Warszawa
00-235;Nowiniarska 110;Warszawa;Mazowieckie;Warszawa
00-236;Świętojerska 65;Warszawa;Mazowieckie;Warszawa
00-237;Barokowa 141;Warszawa;Mazowieckie;Warszawa
00-238;Długa 54;Warszawa;Mazowieckie;Warszawa
00-240;Solidarności 59;Warszawa;Mazowieckie;Warszawa
00-241;Długa 28;Warszawa;Mazowieckie;Warszawa
00-242;Bohaterów Getta 100;Warszawa;Mazowieckie;Warszawa
00-243;Generała Andersa Władysława 152;Warszawa;Mazowieckie;Warszawa
00-244;Hipoteczna 28;Warszawa;Mazowieckie;Warszawa
00-245;Kapucyńska 93;Warszawa;Mazowieckie;Warszawa
00-246;Miodowa 166;Warszawa;Mazowieckie;Warszawa
00-248;Schillera Leona 46;Warszawa;Mazowieckie;Warszawa
00-249;Kapitulna 46;Warszawa;Mazowieckie;Warszawa
00-251;Miodowa 200;Warszawa;Mazowieckie;Warszawa
00-252;Podwale 138;Warszawa;Mazowieckie;Warszawa
00-253;Kapitulna 168;Warszawa;Mazowieckie;Warszawa
00-254;Rycerska 111;Warszawa;Mazowieckie;Warszawa
00-255;Szeroki Dunaj 114;Warszawa;Mazowieckie;Warszawa
00-256;Wąski Dunaj 74;Warszawa;Mazowieckie;Warszawa
00-257;Kilińskiego Jana 14;Warszawa;Mazowieckie;Warszawa
00-258;Brzozowa 113;Warszawa;Mazowieckie;Warszawa
00-259;Boleść 74;Warszawa;Mazowieckie;Warszawa
00-260;Mostowa 56;Warszawa;Mazowieckie;Warszawa
00-260;Nowomiejska 22;Warszawa;Mazowieckie;Warszawa
00-261;Podwale 65;Warszawa;Mazowieckie;Warszawa
00-262;Celna 50;Warszawa;Mazowieckie;Warszawa
00-263;Długa 67;Warszawa;Mazowieckie;Warszawa
00-264;Piekarska 160;Warszawa;Mazowieckie;Warszawa
00-265;Piwna 145;Warszawa;Mazowieckie;Warszawa
00-266;Świętojańska 176;Warszawa;Mazowieckie;Warszawa
00-267;Zamkowy 1;Warszawa;Mazowieckie;Warszawa
00-268;Wąski Dunaj 38;Warszawa;Mazowieckie;Warszawa
00-270;Krzywe Koło 9;Warszawa;Mazowieckie;Warszawa
00-271;Nowomiejska 83;Warszawa;Mazowieckie;Warszawa
00-272;Rynek Starego Miasta 71;Warszawa;Mazowieckie;Warszawa
00-273;Rynek Starego Miasta 15;Warszawa;Mazowieckie;Warszawa
00-274;Zapiecek 139;Warszawa;Mazowieckie;Warszawa
00-275;Kamienne Schodki 141 117;Warszawa;Mazowieckie;Warszawa
00-277;Zamkowy 43;Warszawa;Mazowieckie;Warszawa
00-278;Kanonia 158;Warszawa;Mazowieckie;Warszawa
00-279;Dziekania 8;Warszawa;Mazowieckie;Warszawa
00-280;Skwer I Dywizji Pancernej 84;Warszawa;Mazowieckie;Warszawa
00-280;Wybrzeże Gdańskie 74;Warszawa;Mazowieckie;Warszawa
00-281;Jezuicka 75;Warszawa;Mazowieckie;Warszawa
00-282;Dawna 6;Warszawa;Mazowieckie;Warszawa
00-283;Steinkellera Piotra Antoniego 108;Warszawa;Mazowieckie;Warszawa
00-284;Wodna 142 102;Warszawa;Mazowieckie;Warszawa
00-285;Bugaj 119;Warszawa;Mazowieckie;Warszawa
00-286;Brzozowa 93;Warszawa;Mazowieckie;Warszawa
00-287;Celna 175;Warszawa;Mazowieckie;Warszawa
00-288;Świętojańska 61;Warszawa;Mazowieckie;Warszawa
00-301;Nowy Zjazd 135;Warszawa;Mazowieckie;Warszawa
00-302;Mariensztat 76;Warszawa;Mazowieckie;Warszawa
00-303;Boczna 27;Warszawa;Mazowieckie;Warszawa
00-304;Białoskórnicza 146;Warszawa;Mazowieckie;Warszawa
00-305;Dobra 34;Warszawa;Mazowieckie;Warszawa
00-306;Garbarska 96;Warszawa;Mazowieckie;Warszawa
00-307;Krzywopoboczna 160;Warszawa;Mazowieckie;Warszawa
00-308;Grodzka 185 93;Warszawa;Mazowieckie;Warszawa
00-309;Źródłowa 19;Warszawa;Mazowieckie;Warszawa
00-310;Bednarska 21;Warszawa;Mazowieckie;Warszawa
00-311;Browarna 52;Warszawa;Mazowieckie;Warszawa
00-312;Dobra 151;Warszawa;Mazowieckie;Warszawa
00-313;Furmańska 52;Warszawa;Mazowieckie;Warszawa
00-314;Gęsta 193;Warszawa;Mazowieckie;Warszawa
00-315;Karowa 129;Warszawa;Mazowieckie;Warszawa
00-316;Lipowa 175;Warszawa;Mazowieckie;Warszawa
00-317;Wiślana 77;Warszawa;Mazowieckie;Warszawa
00-318;Sowia 99;Warszawa;Mazowieckie;Warszawa
00-321;Bednarska 188;Warszawa;Mazowieckie;Warszawa
00-322;Krakowskie Przedmieście 175;Warszawa;Mazowieckie;Warszawa
00-324;Karowa 166;Warszawa;Mazowieckie;Warszawa
00-325;Krakowskie Przedmieście 16;Warszawa;Mazowieckie;Warszawa
00-327;Osterwy Juliusza 142;Warszawa;Mazowieckie;Warszawa
00-327;Karasia Kazimierza 142;Warszawa;Mazowieckie;Warszawa
00-328;Kopernika Mikołaja 13;Warszawa;Mazowieckie;Warszawa
00-330;Nowy Świat 83;Warszawa;Mazowieckie;Warszawa
00-331;Sewerynów 74;Warszawa;Mazowieckie;Warszawa
00-332;Oboźna 132;Warszawa;Mazowieckie;Warszawa
00-333;Krakowskie Przedmieście 7;Warszawa;Mazowieckie;Warszawa
00-334;Na Skarpie 159;Warszawa;Mazowieckie;Warszawa
00-335;Konopczyńskiego Emiliana 160;Warszawa;Mazowieckie;Warszawa
00-336;Kopernika Mikołaja 78;Warszawa;Mazowieckie;Warszawa
00-337;Bartoszewicza Juliana 16;Warszawa;Mazowieckie;Warszawa
00-338;Browarna 160;Warszawa;Mazowieckie;Warszawa
00-339;Leszczyńska 48;Warszawa;Mazowieckie;Warszawa
00-340;Oboźna 81;Warszawa;Mazowieckie;Warszawa
00-341;Radna 83;Warszawa;Mazowieckie;Warszawa
00-342;Topiel 120;Warszawa;Mazowieckie;Warszawa
00-343;Dobra 18/20;Warszawa;Mazowieckie;Warszawa
00-344;Dobra 4;Warszawa;Mazowieckie;Warszawa
00-345;Drewniana 179;Warszawa;Mazowieckie;Warszawa
00-346;Elektryczna 54;Warszawa;Mazowieckie;Warszawa
00-347;Wybrzeże Kościuszkowskie 53;Warszawa;Mazowieckie;Warszawa
00-348;Smulikowskiego Juliana 42;Warszawa;Mazowieckie;Warszawa
00-349;Tamka 173;Warszawa;Mazowieckie;Warszawa
00-350;Topiel 134;Warszawa;Mazowieckie;Warszawa
00-351;Zajęcza 175;Warszawa;Mazowieckie;Warszawa
00-353;Cicha 85;Warszawa;Mazowieckie;Warszawa
00-354;Dynasy 108;Warszawa;Mazowieckie;Warszawa
00-355;Tamka 114;Warszawa;Mazowieckie;Warszawa
00-356;Zajęcza 200;Warszawa;Mazowieckie;Warszawa
00-357;Nowy Świat 23;Warszawa;Mazowieckie;Warszawa
00-358;Ordynacka 7;Warszawa;Mazowieckie;Warszawa
00-359;Kopernika Mikołaja 142;Warszawa;Mazowieckie;Warszawa
00-360;Świętokrzyska 180;Warszawa;Mazowieckie;Warszawa
00-362;Gałczyńskiego Konstantego Ildefonsa 5;Warszawa;Mazowieckie;Warszawa
00-362;Przybosia Juliana 147;Warszawa;Mazowieckie;Warszawa
00-363;Nowy Świat 167;Warszawa;Mazowieckie;Warszawa
00-364;Ordynacka 183;Warszawa;Mazowieckie;Warszawa
00-365;Ordynacka 15;Warszawa;Mazowieckie;Warszawa
00-366;Foksal 31;Warszawa;Mazowieckie;Warszawa
00-367;Kopernika Mikołaja 58;Warszawa;Mazowieckie;Warszawa
00-368;Okólnik 53;Warszawa;Mazowieckie;Warszawa
00-369;Ordynacka 182;Warszawa;Mazowieckie;Warszawa
00-370;Krywulta Aleksandra 42;Warszawa;Mazowieckie;Warszawa
00-370;Szczygla 59;Warszawa;Mazowieckie;Warszawa
00-372;Foksal 66;Warszawa;Mazowieckie;Warszawa
00-373;Nowy Świat 45;Warszawa;Mazowieckie;Warszawa
00-373;Rondo Generała De Gaulle`a Charlesa 52;Warszawa;Mazowieckie;Warszawa
00-374;Aleje Jerozolimskie 18;Warszawa;Mazowieckie;Warszawa
00-375;Smolna 38;Warszawa;Mazowieckie;Warszawa
00-377;Czerwonego Krzyża 24;Warszawa;Mazowieckie;Warszawa
00-378;Jaracza Stefana 44;Warszawa;Mazowieckie;Warszawa
00-379;Wybrzeże Kościuszkowskie 120;Warszawa;Mazowieckie;Warszawa
00-380;Kruczkowskiego Leona 37;Warszawa;Mazowieckie;Warszawa
00-381;3 Maja 165;Warszawa;Mazowieckie;Warszawa
00-382;Solec 155;Warszawa;Mazowieckie;Warszawa
00-384;Dobra 125;Warszawa;Mazowieckie;Warszawa
00-385;Tamka 101;Warszawa;Mazowieckie;Warszawa
00-386;Kruczkowskiego Leona 23;Warszawa;Mazowieckie;Warszawa
00-388;Dobra 43;Warszawa;Mazowieckie;Warszawa
00-389;Smulikowskiego Juliana 122;Warszawa;Mazowieckie;Warszawa
00-390;Wybrzeże Kościuszkowskie 159;Warszawa;Mazowieckie;Warszawa
00-391;3 Maja 45;Warszawa;Mazowieckie;Warszawa
00-392;Świętego Salezego Franciszka 58;Warszawa;Mazowieckie;Warszawa
00-393;Potockiego Ignacego 11;Warszawa;Mazowieckie;Warszawa
00-394;Solec 1;Warszawa;Mazowieckie;Warszawa
00-400;Nowy Świat 6/12;Warszawa;Mazowieckie;Warszawa
00-400;Nowy Świat 6/12;Warszawa;Mazowieckie;Warszawa
00-401;3 Maja 73;Warszawa;Mazowieckie;Warszawa
00-402;Solec 98;Warszawa;Mazowieckie;Warszawa
00-403;Solec 177;Warszawa;Mazowieckie;Warszawa
00-404;Ludna 4;Warszawa;Mazowieckie;Warszawa
00-405;Ludna 86;Warszawa;Mazowieckie;Warszawa
00-406;Ludna 45;Warszawa;Mazowieckie;Warszawa
00-407;Okrąg 169;Warszawa;Mazowieckie;Warszawa
00-408;Przystaniowa 182;Warszawa;Mazowieckie;Warszawa
00-409;Solec 155;Warszawa;Mazowieckie;Warszawa
00-410;Solec 183;Warszawa;Mazowieckie;Warszawa
00-411;Wioślarska 96;Warszawa;Mazowieckie;Warszawa
00-412;Kruczkowskiego Leona 58;Warszawa;Mazowieckie;Warszawa
